iter	Logloss
207	0.5637432965
208	0.5632416541
209	0.5629399273
210	0.5625891368
211	0.5622949949
212	0.5620316153
213	0.5616899433
214	0.5613924462
215	0.5612211163
216	0.5609497398
217	0.560756203
218	0.5602742294
219	0.559841132
220	0.5592123456
221	0.5587632652
222	0.5583452209
223	0.557995669
224	0.5573201037
225	0.5571199024
226	0.5568791176
227	0.5564083688
228	0.5562172354
229	0.5560499659
230	0.5557181287
231	0.555491239
232	0.5552711899
233	0.5548072252
234	0.5545495867
235	0.5540967408
236	0.5537298368
237	0.5536242266
238	0.5533293428
239	0.5530144436
240	0.5528066988
241	0.5526232962
242	0.5522247569
243	0.5519164345
244	0.5516141897
245	0.5513401524
246	0.5510275123
247	0.5508794211
248	0.5506177269
249	0.5503767283
250	0.5502029755
251	0.5498902265
252	0.5494735179
253	0.5490655519
254	0.5487777421
255	0.548633207
256	0.5484395301
257	0.5480796367
258	0.5477670021
259	0.5473785609
260	0.5471982538
261	0.5469585521
262	0.5466144836
263	0.5462653731
264	0.5459998418
265	0.5455321504
266	0.5453072306
267	0.5449352443
268	0.5445828995
269	0.544343356
270	0.544147204
271	0.5439124957
272	0.5435627903
273	0.5432632773
274	0.542665046
275	0.5420953311
276	0.5419765303
277	0.5417281632
278	0.5413655761
279	0.5410695165
280	0.5408557774
281	0.5405993628
282	0.5403611595
283	0.5400125634
284	0.5398014993
285	0.5395167409
286	0.539349403
287	0.5389224564
288	0.5388083135
289	0.5382824784
290	0.5381765816
291	0.5378007478
292	0.5376463656
293	0.5373902089
294	0.5371714666
295	0.5367929136
296	0.5366030855
297	0.5363219619
298	0.5360414697
299	0.5358100872
300	0.535569177
301	0.5353053402
302	0.5350842744
303	0.5347511793
304	0.5341618783
305	0.5338026967
306	0.5335773028
307	0.5333039768
308	0.5330634771
309	0.5328890904
310	0.5326821413
311	0.5324035306
312	0.5320503903
313	0.5316708662
314	0.531417198
315	0.5309382201
316	0.5308483039
317	0.5306539535
318	0.5303705691
319	0.5301135401
320	0.5297784431
321	0.5295816422
322	0.5292773048
323	0.5290384874
324	0.5289000268
325	0.5283345967
326	0.5279587675
327	0.5275684287
328	0.5271604868
329	0.5269413211
330	0.5268514849
331	0.5265260526
332	0.5263269212
333	0.5258939711
334	0.5257582412
335	0.5251831629
336	0.5250501053
337	0.5248709901
338	0.5246505064
339	0.5244916296
340	0.5241482277
341	0.5239281411
342	0.5237926494
343	0.5235009963
344	0.5232378305
345	0.5229996541
346	0.5227778697
347	0.5226610857
348	0.5225494833
349	0.5224732204
350	0.5222829975
351	0.5220422065
352	0.5217392935
353	0.5215613139
354	0.521140484
355	0.520927583
356	0.520734384
357	0.5202624
358	0.5200826755
359	0.5195560352
360	0.5193591682
361	0.519011716
362	0.5187299305
363	0.518436609
364	0.5183223533
365	0.5181368049
366	0.51791236
367	0.5175988397
368	0.5171277018
369	0.5164990692
370	0.5160867842
371	0.515909192
372	0.5158189477
373	0.515460155
374	0.5152626408
375	0.5149091624
376	0.5146354835
377	0.5144693923
378	0.5141036874
379	0.5138525889
380	0.5137387272
381	0.5136037605
382	0.5133442772
383	0.5132840827
384	0.5130509326
385	0.5128464479
386	0.5126799633
387	0.5123138798
388	0.5121414212
389	0.5118126643
390	0.5116889015
391	0.5113394157
392	0.5110754703
393	0.5107740245
394	0.5105592841
395	0.5103359971
396	0.5101769223
397	0.5098161411
398	0.5095054488
399	0.5091624854
400	0.5090291547
401	0.5087913959
402	0.5085712466
403	0.5083566895
404	0.5079248487
405	0.5076912019
406	0.5074472864
407	0.5072861837
408	0.507055008
409	0.5068687734
410	0.5066608515
411	0.5065300297
412	0.5063816629
413	0.5058842362
414	0.5055910004
415	0.5053208841
416	0.5050766482
417	0.5049126165
418	0.5046772419
419	0.5044744338
420	0.5042196841
421	0.5040247185
422	0.5038948373
423	0.5034892897
424	0.5033373386
425	0.5028939608
426	0.5027267433
427	0.5024236162
428	0.5022947492
429	0.5019779215
430	0.501618787
431	0.5013120109
432	0.5011204584
433	0.5008933872
434	0.5007948666
435	0.5006075052
436	0.5004445854
437	0.5002614858
438	0.4997659758
439	0.4996129496
440	0.4993447586
441	0.4992315001
442	0.4989822514
443	0.4986778997
444	0.4981756201
445	0.4975453307
446	0.4972941606
447	0.497080851
448	0.4968422854
449	0.4964141484
450	0.4961605877
451	0.4959802413
452	0.4957105005
453	0.4954986139
454	0.4948574375
455	0.4944277282
456	0.4942234282
457	0.4937438662
458	0.4934648184
459	0.4932811637
460	0.4930738803
461	0.4928274954
462	0.4924084538
463	0.4919514719
464	0.491699734
465	0.4913348811
466	0.4908900942
467	0.4905994329
468	0.4904196629
469	0.4900863848
470	0.4896682025
471	0.4894621118
472	0.4892168378
473	0.4889898932
474	0.488423729
475	0.4877005205
476	0.4872894148
477	0.4866952407
478	0.4865180508
479	0.4863041524
480	0.4859325097
481	0.4855352644
482	0.4850691359
483	0.4846013788
484	0.4844879187
485	0.4841992661
486	0.4838685271
487	0.4835546315
488	0.4833162192
489	0.4827382874
490	0.4822553977
491	0.4820422057
492	0.4816507005
493	0.4811533567
494	0.4809302502
495	0.4806228931
496	0.4804105586
497	0.4800160991
498	0.4796616633
499	0.4791124924
500	0.4786782767
501	0.4783254984
502	0.4779621208
503	0.477597672
504	0.4773565649
505	0.477129985
506	0.4769670091
507	0.4765754189
508	0.4763459613
509	0.4760665793
510	0.4756372549
511	0.4752587412
512	0.4747959235
513	0.4745139178
514	0.4740104395
515	0.4738463438
516	0.4735343827
517	0.4732011567
518	0.4729054357
519	0.4725040161
520	0.4722794999
521	0.4719873605
522	0.4715774335
523	0.4711165198
524	0.4706974548
525	0.4702724402
526	0.4699108839
527	0.4695767322
528	0.4693929365
529	0.469009335
530	0.4687421948
531	0.4683784455
532	0.4681462573
533	0.4676596036
534	0.4673006199
535	0.4670028174
536	0.4664186941
537	0.4660064418
538	0.4657145137
539	0.4652343048
540	0.4648729324
541	0.4644802287
542	0.464175608
543	0.4638289802
544	0.4633599023
545	0.4631217018
546	0.4626367322
547	0.4623285758
548	0.4618766319
549	0.4613357334
550	0.4610384693
551	0.46058204
552	0.4602959939
553	0.4597658623
554	0.459358842
555	0.4589682218
556	0.4585946888
557	0.4582184848
558	0.457838069
559	0.4574582608
560	0.457159916
561	0.4567023426
562	0.4562742951
563	0.4557398216
564	0.4555660653
565	0.455001643
566	0.4547671394
567	0.4545184498
568	0.4541101902
569	0.4536776548
570	0.4532444786
571	0.452886917
572	0.4527059091
573	0.4524307648
574	0.4520861248
575	0.451637253
576	0.4509898235
577	0.4504789087
578	0.4500290401
579	0.4496137944
580	0.4493822742
581	0.4488509772
582	0.4484178005
583	0.4481498837
584	0.4477717068
585	0.4472000874
586	0.446729938
587	0.4463058082
588	0.4459320966
589	0.4456771802
590	0.4453990399
591	0.4450480078
592	0.4446023868
593	0.4441201162
594	0.4437680743
595	0.4431603184
596	0.4426999755
597	0.4423125718
598	0.4419165942
599	0.4415129688
600	0.4411656742
601	0.4408035926
602	0.4405362312
603	0.4403805128
604	0.4400415618
605	0.4396925748
606	0.4391789227
607	0.4386275537
608	0.438320751
609	0.4380700917
610	0.4375655937
611	0.4372104207
612	0.4369524757
613	0.4368064273
614	0.4364524043
615	0.4361892939
616	0.4358007073
617	0.435461335
618	0.4348001618
619	0.4343545537
620	0.4338618962
621	0.4336051258
622	0.4332961275
623	0.4328184626
624	0.4325077454
625	0.4322695838
626	0.4320233811
627	0.4317906936
628	0.4315760656
629	0.4311325678
630	0.4307016754
631	0.4305469154
632	0.4301586935
633	0.4298348121
634	0.4294456012
635	0.4291216626
636	0.4287624095
637	0.4283246955
638	0.4279020662
639	0.4274470639
640	0.4271774428
641	0.4269290453
642	0.4264205099
643	0.4260233817
644	0.4255145923
645	0.4252802652
646	0.4247112504
647	0.4243973776
648	0.4240137105
649	0.4236770372
650	0.4233858912
651	0.4229549082
652	0.422593462
653	0.4222711221
654	0.4219084613
655	0.4215386359
656	0.421193716
657	0.4208426658
658	0.4205187912
659	0.4202514562
660	0.4198963028
661	0.4196274481
662	0.4190733058
663	0.4185530651
664	0.4179819029
665	0.4176147498
666	0.4172711942
667	0.4167318424
668	0.4163883902
669	0.4159805967
670	0.4157361765
671	0.4155428962
672	0.4149982264
673	0.4145045728
674	0.4139796356
675	0.4137409086
676	0.4132266354
677	0.4127283594
678	0.4124476695
679	0.4120496322
680	0.4115351827
681	0.4111656122
682	0.4105776409
683	0.4102546872
684	0.4098598128
685	0.409666663
686	0.4092052309
687	0.408998784
688	0.4084864787
689	0.4083553364
690	0.4080385599
691	0.4075540187
692	0.4072179483
693	0.4067474067
694	0.4062828986
695	0.4059278962
696	0.4056159504
697	0.4052650369
698	0.4048930205
699	0.4044776868
700	0.403976545
701	0.4034567453
702	0.4030863566
703	0.4028249857
704	0.402553092
705	0.4022328383
706	0.4019739154
707	0.4016377494
708	0.4010743652
709	0.4006773407
710	0.4004607112
711	0.4001150153
712	0.3996872794
713	0.3993180883
714	0.3990714994
715	0.3988087998
716	0.3985269324
717	0.3980641054
718	0.39792516
719	0.3975932041
720	0.397329207
721	0.3971391436
722	0.3967247996
723	0.3964213522
724	0.3959514226
725	0.3957051762
726	0.3954514217
727	0.395073389
728	0.3948411577
729	0.3946296394
730	0.3942599487
731	0.393840221
732	0.3936127602
733	0.3934245435
734	0.3930549554
735	0.3927268202
736	0.3925073105
737	0.3922883255
738	0.3919573644
739	0.3916450934
740	0.3913139505
741	0.3909066861
742	0.3907080479
743	0.3904492982
744	0.39010488
745	0.3898556954
746	0.3895304707
747	0.3892232424
748	0.3888063184
749	0.388506341
750	0.3881146115
751	0.3876013716
752	0.3874110628
753	0.3870654834
754	0.3866367655
755	0.3864285776
756	0.3861974111
757	0.3856062777
758	0.3852828206
759	0.3851448279
760	0.3850066337
761	0.3847198564
762	0.3843900353
763	0.3841422402
764	0.3837616184
765	0.3834297702
766	0.3831205437
767	0.3829111427
768	0.3827587127
769	0.3824663357
770	0.3821781035
771	0.3819049678
772	0.3816374497
773	0.3814473665
774	0.3811638747
775	0.3809930214
776	0.380644984
777	0.380440978
778	0.3801195603
779	0.3799118523
780	0.3796295384
781	0.3793170703
782	0.3789834342
783	0.3787371521
784	0.3784157762
785	0.3780479786
786	0.3777464299
787	0.3775110507
788	0.3771344194
789	0.3769341705
790	0.3766444758
791	0.3762402555
792	0.3759767582
793	0.3755544777
794	0.3752071115
795	0.3750136428
796	0.3747798468
797	0.3746372891
798	0.3743886723
799	0.3741741142
800	0.3739752826
801	0.3737249456
802	0.3732884483
803	0.3731539254
804	0.3729004809
805	0.3726660685
806	0.3723825271
807	0.3720394852
808	0.3716392395
809	0.3713527825
810	0.3710467942
811	0.3707549112
812	0.3704000512
813	0.3701932789
814	0.3698828947
815	0.3694925118
816	0.3691261736
817	0.3687628219
818	0.3682269527
819	0.3679117544
820	0.3676627612
821	0.367438961
822	0.3669244344
823	0.3665179961
824	0.3663579002
825	0.3661758798
826	0.3658541731
827	0.3655930095
828	0.3654693351
829	0.3650766645
830	0.3648255836
831	0.3644768328
832	0.3640344435
833	0.3637844104
834	0.3635884855
835	0.3633446765
836	0.3631125812
837	0.3629254571
838	0.3627801442
839	0.3625353081
840	0.3622999531
841	0.3620243766
842	0.3617582828
843	0.3613850053
844	0.3610279852
845	0.3606941301
846	0.3604071428
847	0.3601081082
848	0.3598878181
849	0.3597063702
850	0.3592367652
851	0.3589117148
852	0.3586980003
853	0.3585385652
854	0.3584659084
855	0.3582762245
856	0.3578681448
857	0.3577369509
858	0.3574415708
859	0.3570229686
860	0.3567436076
861	0.3565348686
862	0.3563968372
863	0.3561529966
864	0.3559574968
865	0.3558090798
866	0.3554553286
867	0.3553440517
868	0.3550358948
869	0.3547169797
870	0.3544283168
871	0.3541393402
872	0.353974184
873	0.3537506144
874	0.3533087237
875	0.3530754849
876	0.3528520346
877	0.3525155719
878	0.3521729352
879	0.3518805565
880	0.3516909382
881	0.3513263726
882	0.3510842837
883	0.3508098458
884	0.3505562488
885	0.350325331
886	0.350118882
887	0.3498099888
888	0.3494083255
889	0.3491683866
890	0.3490149532
891	0.3486464415
892	0.3484428067
893	0.3482095578
894	0.3481008435
895	0.3479350683
896	0.3476219241
897	0.3472218028
898	0.3468983047
899	0.3466555452
900	0.3464266713
901	0.3461211658
902	0.3460155475
903	0.3458654422
904	0.3455793675
905	0.3453221169
906	0.3449939605
907	0.3447919278
908	0.3444886243
909	0.344146335
910	0.3439381297
911	0.3435271635
912	0.3432313834
913	0.3430490288
914	0.3427096134
915	0.3423319643
916	0.3420746432
917	0.3419165167
918	0.3417033321
919	0.3413929271
920	0.3410392173
921	0.3407998575
922	0.3405849775
923	0.3403633534
924	0.3399791432
925	0.3397363548
926	0.3394552929
927	0.339120257
928	0.338937063
929	0.3387427275
930	0.3383614867
931	0.3382679671
932	0.338054323
933	0.3377242475
934	0.3374472775
935	0.3371230488
936	0.3367122494
937	0.3364028404
938	0.3360305137
939	0.3358683146
940	0.3356756236
941	0.3354255484
942	0.3351762373
943	0.3349412322
944	0.3347964861
945	0.3344714035
946	0.3341571103
947	0.3339582995
948	0.3337128226
949	0.3334299509
950	0.3332634722
951	0.3330800396
952	0.3328587522
953	0.3325960757
954	0.3323299
955	0.3322397538
956	0.3320358942
957	0.3319170586
958	0.3317359412
959	0.3314977992
960	0.331299013
961	0.3311743544
962	0.3308554233
963	0.3305453444
964	0.3303244937
965	0.3301468331
966	0.3299723864
967	0.329723877
968	0.3294219472
969	0.3292231452
970	0.3289864925
971	0.3287003054
972	0.3285069587
973	0.3282949823
974	0.328050958
975	0.327759953
976	0.327422317
977	0.3271168407
978	0.3267948496
979	0.3265575305
980	0.326268196
981	0.3259636635
982	0.3257560989
983	0.3254902826
984	0.3252772262
985	0.3252018062
986	0.32492122
987	0.3248765328
988	0.324840983
989	0.3247853322
990	0.3245829793
991	0.3244058549
992	0.3241853352
993	0.3240085705
994	0.3236778544
995	0.3234833226
996	0.3232139309
997	0.3229656923
998	0.3227886601
999	0.3226293694
